# Registry: Charleston Road Registry Inc.
# Script: Jpan
# Version: 2.0
# Effective Date: 17-04-2023
# URL: https://www.iana.org/domains/idn-tables/tables/google_jpan_2.0.txt
# Policy: https://www.registry.google/about/policies/domainabuse/
# Contact Name: CRR Tech
# Email address: crr-tech@google.com
# Telephone: +1 (650) 253-0000
#
# Code points requiring context rules
#
# Code point                        Description of rule/Reference
#
# U+002D                            Label must neither start nor end with U+002D. Label
#    HYPHEN-MINUS                   must not have U+002D in both third and fourth
#                                   position. RFC 5891 (sec 4.2.3.1)
#

U+002D                         # HYPHEN-MINUS
U+51B2                         # G, H, J, KP, K, -, T, -, -, II
U+51B3                         # G, H, J, KP, K, -, T, -, -, II
U+51B4                         # G, H, J, --, K, -, T, -, -, II
U+51B5                         # G, H, J, KP, K, -, T, -, V, II
U+51B6                         # G, H, J, KP, K, -, T, -, V, II
U+51B7                         # G, H, J, KP, K, -, T, -, V, II
U+51BD                         # G, H, J, KP, K, -, T, -, V, II
U+51C4                         # G, H, J, KP, K, -, T, -, -, II
U+51C5                         # G, H, J, KP, K, -, T, -, -, --
U+51C6                         # G, H, J, KP, K, -, T, -, V, II
U+51C9                         # G, H, J, KP, K, -, T, -, -, II
U+51CB                         # G, H, J, KP, K, -, T, -, -, II
U+51CC                         # G, H, J, KP, K, -, T, -, V, II
U+51CD                         # G, H, J, KP, K, -, T, -, V, II
U+51DB                         # G, H, J, KP, K, -, T, -, -, II
U+51DD                         # G, H, J, KP, K, -, T, -, V, II
U+51E0                         # G, H, J, KP, K, -, T, -, V, II
U+51E1                         # G, H, J, KP, K, -, T, -, V, II
U+51E6                         # G, -, J, KP, K, -, -, -, -, II
U+51E7                         # G, -, J, --, K, -, -, -, -, II
U+51E9                         # G, -, J, --, K, -, -, -, -, II
U+51EA                         # G, -, J, --, K, -, T, -, -, II
U+51ED                         # G, H, J, KP, K, -, T, -, V, II
U+51F0                         # G, H, J, KP, K, -, T, -, V, II
U+51F1                         # G, H, J, KP, K, -, T, -, V, II
U+51F5                         # G, H, J, KP, K, -, T, -, -, II
U+51F8                         # G, H, J, KP, K, -, T, -, -, II
U+51F9                         # G, H, J, KP, K, -, T, -, V, II
U+51FA                         # G, H, J, KP, K, -, T, -, V, II
U+51FD                         # G, H, J, KP, K, -, T, -, V, II
U+5200                         # G, H, J, KP, K, -, T, -, V, II
U+5203                         # G, H, J, KP, K, -, T, -, V, II
U+5206                         # G, H, J, KP, K, -, T, -, V, II
U+5207                         # G, H, J, KP, K, -, T, -, V, II
U+5208                         # G, H, J, KP, K, -, T, -, -, II
U+520A                         # G, H, J, KP, K, -, T, -, V, II
U+520E                         # G, H, J, KP, K, -, T, -, V, II
U+5211                         # G, H, J, KP, K, -, T, -, V, II
U+5214                         # G, -, J, --, K, -, T, -, -, --
U+5217                         # G, H, J, KP, K, -, T, -, V, II
U+521D                         # G, H, J, KP, K, -, T, -, V, II
U+5224                         # G, H, J, KP, K, -, T, -, V, II
U+5225                         # G, H, J, KP, K, -, T, -, V, II
U+5227                         # G, H, J, KP, K, -, T, -, V, --
U+5229                         # G, H, J, KP, K, -, T, -, V, II
U+522A                         # G, H, J, KP, K, -, T, -, -, II
U+522E                         # G, H, J, KP, K, -, T, -, -, II
U+5230                         # G, H, J, KP, K, -, T, -, V, II
U+5233                         # G, H, J, KP, K, -, T, -, -, II
U+5236                         # G, H, J, KP, K, -, T, -, V, II
U+5237                         # G, H, J, KP, K, -, T, -, V, II
U+5239                         # G, -, J, KP, K, -, T, -, -, II
U+523A                         # G, H, J, KP, K, -, T, -, V, II
U+523B                         # G, H, J, KP, K, -, T, -, V, II
U+5243                         # G, H, J, KP, K, -, T, -, -, II
U+5244                         # G, H, J, KP, K, -, T, -, -, II
U+5247                         # G, H, J, KP, K, -, T, -, V, II
U+524A                         # G, H, J, KP, K, -, T, -, V, II
U+524C                         # G, H, J, KP, K, -, T, -, -, II
U+524D                         # G, H, J, KP, K, -, T, -, V, II
U+524F                         # G, H, J, KP, K, -, T, -, -, --
U+5254                         # G, H, J, KP, K, -, T, -, -, II
U+5256                         # G, H, J, KP, K, -, T, -, V, II
U+525B                         # G, H, J, KP, K, -, T, -, V, II
U+525E                         # G, H, J, KP, K, -, T, -, -, --
U+5263                         # G, -, J, --, -, -, T, -, -, II
U+5264                         # G, -, J, --, K, -, T, -, -, II
U+5265                         # G, -, J, --, K, -, T, -, -, II
U+5269                         # G, H, J, KP, K, -, T, -, V, II
U+526A                         # G, H, J, KP, K, -, T, -, V, II
U+526F                         # G, H, J, KP, K, -, T, -, V, II
U+5271                         # G, -, J, --, -, -, -, -, -, II
U+5272                         # G, H, J, KP, K, -, T, -, V, II
U+5273                         # G, H, J, KP, K, -, T, -, -, --
U+5274                         # G, H, J, KP, K, -, T, -, -, II
U+527D                         # G, H, J, KP, K, -, T, -, -, II
U+527F                         # G, H, J, KP, K, -, T, -, V, II
U+5283                         # G, H, J, KP, K, -, T, -, V, II
U+5287                         # G, H, J, KP, K, -, T, -, V, II
U+5288                         # G, H, J, KP, K, -, T, -, -, II
U+5289                         # G, H, J, KP, K, -, T, -, V, II
U+529F                         # G, H, J, KP, K, -, T, -, V, II
U+52A0                         # G, H, J, KP, K, -, T, -, V, II
U+52A3                         # G, H, J, KP, K, -, T, -, V, II
U+52A9                         # G, H, J, KP, K, -, T, -, V, II
U+52AA                         # G, H, J, KP, K, -, T, -, V, II
U+52AC                         # G, H, J, KP, K, -, T, -, V, II
U+52AD                         # G, H, J, KP, K, -, T, -, -, II
U+52B4                         # G, -, J, KP, K, -, T, -, -, II
U+52BC                         # G, H, J, KP, K, -, T, -, -, --
U+52BE                         # G, H, J, KP, K, -, T, -, V, II
U+52C1                         # G, H, J, KP, K, -, T, -, V, II
U+52C3                         # G, H, J, KP, K, -, T, -, V, II
U+52C5                         # G, H, J, KP, K, -, T, -, -, II
U+52C7                         # G, H, J, KP, K, -, T, -, V, II
U+52C9                         # G, H, J, KP, K, -, T, -, V, II
U+52CD                         # G, H, J, KP, K, -, T, -, -, II
U+52D2                         # G, H, J, KP, K, -, T, -, V, II
U+52D7                         # G, H, J, KP, K, -, T, -, -, II
U+52D8                         # G, H, J, KP, K, -, T, -, V, II
U+52D9                         # G, H, J, KP, K, -, T, -, V, II
U+52DD                         # G, H, J, KP, K, -, T, -, V, II
U+52DF                         # G, H, J, KP, K, -, T, -, V, II
U+52E0                         # G, H, J, KP, K, -, T, -, -, --
U+52E2                         # G, H, J, KP, K, -, T, -, V, II
U+52E3                         # G, H, J, KP, K, -, T, -, -, II
U+52E4                         # G, H, J, KP, K, -, T, -, V, II
U+52E7                         # G, -, J, --, K, -, T, -, -, II
U+52F2                         # G, -, J, KP, K, -, T, -, -, II
U+52F9                         # G, H, J, KP, K, -, T, -, -, --
U+52FA                         # G, H, J, KP, K, -, T, -, V, II
U+52FE                         # G, H, J, KP, K, -, T, -, V, II
U+52FF                         # G, H, J, KP, K, -, T, -, V, II
U+5301                         # G, H, J, --, K, -, T, -, -, II
U+5302                         # G, -, J, --, K, -, -, -, -, II
U+5305                         # G, H, J, KP, K, -, T, -, V, II
U+5306                         # G, H, J, KP, K, -, T, -, -, II
U+5308                         # G, H, J, KP, K, -, T, -, V, II
U+530D                         # G, H, J, KP, K, -, T, -, V, II
U+530F                         # G, H, J, KP, K, -, T, -, V, II
U+5310                         # G, H, J, KP, K, -, T, -, V, II
U+5315                         # G, H, J, KP, K, -, T, -, -, II
U+5316                         # G, H, J, KP, K, -, T, -, V, II
U+5317                         # G, H, J, KP, K, -, T, -, V, II
U+5319                         # G, H, J, KP, K, -, T, -, V, II
U+531A                         # G, H, J, KP, K, -, T, -, -, II
U+531D                         # G, H, J, KP, K, -, T, -, V, II
U+5320                         # G, H, J, KP, K, -, T, -, -, II
U+5321                         # G, H, J, KP, K, -, T, -, V, II
U+5323                         # G, H, J, KP, K, -, T, -, V, II
U+532A                         # G, H, J, KP, K, -, T, -, V, II
U+532F                         # G, H, J, KP, K, -, T, -, -, II
U+5331                         # G, H, J, KP, K, -, T, -, V, II
U+5333                         # G, H, J, KP, K, -, T, -, -, --
U+5338                         # G, H, J, KP, K, -, T, -, -, --
U+5339                         # G, H, J, KP, K, -, T, -, V, II
U+533A                         # G, -, J, --, K, -, T, -, -, II
U+533B                         # G, H, J, KP, K, -, T, -, -, II
U+533F                         # G, H, J, KP, K, -, T, -, V, II
U+5341                         # G, H, J, KP, K, -, T, -, V, II
U+5345                         # G, H, J, KP, K, -, T, -, V, II
U+5346                         # G, -, J, KP, K, -, T, -, -, --
U+5347                         # G, H, J, KP, K, -, T, -, V, II
U+5348                         # G, H, J, KP, K, -, T, -, V, II
U+5349                         # G, H, J, KP, K, -, T, -, -, II
U+534A                         # G, H, J, KP, K, -, T, -, V, II
U+534D                         # G, H, J, KP, K, -, T, -, -, II
U+5351                         # G, H, J, KP, K, -, T, -, V, II
U+5353                         # G, H, J, KP, K, -, T, -, V, II
U+5354                         # G, H, J, KP, K, -, T, -, V, II
U+5357                         # G, H, J, KP, K, -, T, -, V, II
U+5358                         # G, -, J, --, -, -, T, -, -, II
U+535A                         # G, H, J, KP, K, -, T, -, V, II
U+535E                         # G, H, J, KP, K, -, T, -, V, II
U+5360                         # G, H, J, KP, K, -, T, -, V, II
U+5366                         # G, H, J, KP, K, -, T, -, V, II
U+5369                         # G, H, J, KP, K, -, T, -, -, --
U+536E                         # G, H, J, KP, K, -, T, -, -, II
U+536F                         # G, H, J, KP, K, -, T, -, V, II
U+5370                         # G, H, J, KP, K, -, T, -, V, II
U+5371                         # G, H, J, KP, K, -, T, -, V, II
U+5373                         # G, H, J, KP, K, -, T, -, V, II
U+5374                         # G, H, J, KP, K, -, T, -, -, II
U+5375                         # G, H, J, KP, K, -, T, -, -, II
U+5377                         # G, H, J, KP, K, -, T, -, V, II
U+5378                         # G, H, J, KP, K, -, T, -, V, II
U+537F                         # G, H, J, KP, K, -, T, -, V, II
U+5382                         # G, H, J, KP, K, -, T, -, -, II
U+5384                         # G, H, J, KP, K, -, T, -, V, II
U+5396                         # G, H, J, KP, K, -, T, -, -, II
U+5398                         # G, H, J, KP, K, -, T, -, V, II
U+539A                         # G, H, J, KP, K, -, T, -, V, II
U+539F                         # G, H, J, KP, K, -, T, -, V, II
U+53A0                         # G, H, J, KP, K, -, T, -, -, II
U+53A5                         # G, H, J, KP, K, -, T, -, -, II
U+53A6                         # G, H, J, KP, K, -, T, -, -, II
U+53A8                         # G, H, J, KP, K, -, T, -, -, II
U+53A9                         # G, H, J, KP, K, -, T, -, -, II
U+53AD                         # G, H, J, KP, K, -, T, -, V, II
U+53AE                         # G, H, J, KP, K, -, T, -, -, II
U+53B3                         # G, -, J, --, -, -, T, -, -, II
U+53B6                         # G, H, J, KP, K, -, T, -, -, --
U+53BB                         # G, H, J, KP, K, -, T, -, V, II
U+53C2                         # G, H, J, KP, K, -, T, -, -, II
U+53C8                         # G, H, J, KP, K, -, T, -, V, II
U+53C9                         # G, H, J, KP, K, -, T, -, V, II
U+53CA                         # G, H, J, KP, K, -, T, -, V, II
U+53CB                         # G, H, J, KP, K, -, T, -, V, II
U+53CC                         # G, H, J, KP, K, -, T, -, V, II
U+53CD                         # G, H, J, KP, K, -, T, -, V, II
U+53CE                         # G, -, J, KP, K, -, T, -, -, II
U+53D4                         # G, H, J, KP, K, -, T, -, V, II
U+53D6                         # G, H, J, KP, K, -, T, -, V, II
U+53D7                         # G, H, J, KP, K, -, T, -, V, II
U+53D9                         # G, H, J, KP, K, -, T, -, V, II
U+53DB                         # G, H, J, KP, K, -, T, -, V, II
U+53DF                         # G, H, J, KP, K, -, T, -, -, II
U+53E1                         # G, H, J, KP, K, -, T, -, -, II
U+53E2                         # G, H, J, KP, K, -, T, -, -, II
U+53E4                         # G, H, J, KP, K, -, T, -, V, II
U+53E8                         # G, H, J, KP, K, -, T, -, V, II
U+53E9                         # G, H, J, KP, K, -, T, -, V, II
U+53EA                         # G, H, J, KP, K, -, T, -, V, II
U+53EB                         # G, H, J, KP, K, -, T, -, V, II
U+53EC                         # G, H, J, KP, K, -, T, -, V, II
U+53ED                         # G, H, J, KP, K, -, T, -, V, II
U+53EE                         # G, H, J, KP, K, -, T, -, V, II
U+53EF                         # G, H, J, KP, K, -, T, -, V, II
U+53F0                         # G, H, J, KP, K, -, T, -, V, II
U+53F1                         # G, H, J, KP, K, -, T, -, V, II
U+53F2                         # G, H, J, KP, K, -, T, -, V, II
U+53F3                         # G, H, J, KP, K, -, T, -, V, II
U+53F6                         # G, H, J, KP, K, -, T, -, -, II
U+53F7                         # G, H, J, KP, K, -, T, -, V, II
U+53F8                         # G, H, J, KP, K, -, T, -, V, II
U+53FA                         # G, -, J, --, K, -, T, -, V, --
U+5401                         # G, H, J, KP, K, -, T, -, V, II
U+5403                         # G, H, J, KP, K, -, T, -, V, II
U+5404                         # G, H, J, KP, K, -, T, -, V, II
U+5408                         # G, H, J, KP, K, -, T, -, V, II
U+5409                         # G, H, J, KP, K, -, T, -, V, II
U+540A                         # G, H, J, KP, K, -, T, -, V, II
U+540B                         # G, H, J, --, K, -, T, -, -, II
U+540D                         # G, H, J, KP, K, -, T, -, V, II
